company,name,title,reports_to,org_status,image_src
google,Danny Cleveland,"Senior Program Manager - Alphabet Regulatory Response, Investigations, & Strategy (arris)",Nazli Alagheband,5,https://cdn.theorg.com/15ea8eeb-f8ed-4e3f-a25d-310aa4e21967_thumb.jpg
apple,Surya N.,Senior Engineering Program Manager - Responsible AI,Avi Prasad,5,https://cdn.theorg.com/2c0bf672-d844-496d-8aff-4a1c3171548e_thumb.jpg
google,Addy Osmani,Head Of Chrome Developer Experience,Urs Hölzle,4,https://cdn.theorg.com/742f4397-fea7-489f-9c13-b456b4d6436c_thumb.jpg
google,Konstantina Christakopoulou,"Technical & Team Lead, Senior Research Engineer, Google Deepmind",Bahman Bahmani,7,https://cdn.theorg.com/67db8a19-add6-482a-970e-bdecfd03e1d6_thumb.jpg
google,Sampath Kumar Dosapati,"Senior Cloud Specialist, Google Cloud",Quentin Gaumer,6,https://cdn.theorg.com/32a3f12f-1de8-42d0-b277-45f459594a87_thumb.jpg
amazon,Fundile Nkuta,Marketing Manager,Karmany Reddy-Coelho,5,https://cdn.theorg.com/32e9bc93-2dd2-4cda-8cd9-316e569ade90_thumb.jpg
google,María José Iriarte,Strategic Partnerships Development Manager,Cyrus Beagley,5,https://cdn.theorg.com/ca430984-8a46-410b-af02-3cbb3afa0b3a_thumb.jpg
disney,Tony Happellion,Account Manager,Adam Long,5,https://cdn.theorg.com/fd630d2a-ca4e-4c86-aceb-9be3183f6755_thumb.jpg
disney,Kensie Kim,"VP, Business Affairs & Legal Counsel",Kathleen Kennedy,4,https://cdn.theorg.com/2f9bdbb8-ea7d-4a22-8914-0d3eae9b7e53_thumb.jpg
netflix,Jen Hamblin,"Manager, Inclusion Recruiting & Learning Programs, Talent Acquisition",Angie K.,5,https://cdn.theorg.com/0f6229d9-ff01-4fa8-ae2b-15bffa7aa89d_thumb.jpg
amazon,Lynnette Richmann,Head Of Internal Audit (Chief Audit Executive),David A. Zapolsky,3,https://cdn.theorg.com/0746d6c9-0de9-473c-b57b-e26b2a9de700_thumb.jpg
meta,Taha Rafiq,Staff Software Engineer / Engineering Manager,Nam Nguyen,6,https://cdn.theorg.com/59dc18c7-409a-483d-ba5f-8d3ce675bb2d_thumb.jpg
tesla,Gobinder Walia,Sr. Manager Business Systems,Gabrielle Bressack,5,
meta,Sam Clare,"Leadership Sourcer, Global Marketing Solutions",Miranda Kalinowski,5,https://cdn.theorg.com/6df89aff-cb4a-4a2c-b51a-7c767bb8a1e2_thumb.jpg
netflix,Melodie Green,Principal Counsel,David Hyman,3,https://cdn.theorg.com/71a56163-78a4-4f5a-b2ee-7762dd951ba6_thumb.jpg
google,Analia V. Szarangowicz,Databases And Data Analytics Customer Engineer Manager For Latam,Apurva Desai,5,https://cdn.theorg.com/0807a8f9-0c20-4d87-bf23-731e4b37686d_thumb.jpg
microsoft,Jesse Silverstein,Principal Software Engineering Manager,Ali Akgun,4,https://cdn.theorg.com/5261a6d1-0d9b-430d-81be-b8041467f5f1_thumb.jpg
meta,Esther Crawford,Director Of Product Management,Nikila Srinivasan,5,https://cdn.theorg.com/ab426ef6-8ad2-46e1-a335-4fcbcd55481f_thumb.jpg
disney,Jim Woodhouse,"Director, WDI Domestic Finance",Carlos A. Gómez,5,https://cdn.theorg.com/30bd59ec-3c58-4ac8-b17f-2be4c5f11b97_thumb.jpg
nike,Christa Maguire,"Director, Talent Sourcing | Global Enterprise Functions",Fazal Khan,7,https://cdn.theorg.com/6cee9236-bffa-4643-9451-a256449ab538_thumb.jpg
google,Bserat Ghebremicael,"Product Marketing Manager, AI Marketing",Nic Smith,5,https://cdn.theorg.com/c13ec20c-9a6b-4ce4-a708-f7d4e9f536b7_thumb.jpg
microsoft,Alok Srivastava,Senior Director Architecture And Product Management,Rubén Caballero,4,
netflix,Sonali Sharma,"Engineering Manager, Ads Data Engineering",Anu Addanki,5,https://cdn.theorg.com/651dc1fd-94f5-4c7d-9ee0-85affd377c4d_thumb.jpg
google,Akshat A.,Strategy & Operations Lead,Troy Dickerson,4,https://cdn.theorg.com/82e4b126-5dd2-425c-b414-98fda54d1c6d_thumb.jpg
microsoft,Rohan Kumar,"CVP, Azure Data, Engineering",Mark Russinovich,4,https://cdn.theorg.com/7fc35371-74de-41d3-a51e-5c2670d8ddb9_thumb.jpg
disney,Dow Janis,Executive - Disney Free to Air,Colin Strause,5,
google,Shirley Vuong,"Sr. Manager, Domestic Tax Planning",Nitsan Litvak,5,https://cdn.theorg.com/42ea86ac-5211-44ec-8e67-43a57d95b1b3_thumb.jpg
apple,Arupa Banerjee,Engineering Manager | SAP Retail | Supply Chain,Fernando Mujica,4,https://cdn.theorg.com/0729df74-665f-4e1b-9ebd-4ccbb38ce6e4_thumb.jpg
amazon,Deepali Rath,"Senior Manager, Product Management Tech",Chris Parker,5,https://cdn.theorg.com/9c35269a-b84d-42f1-bf13-a2eaaaca3275_thumb.jpg
meta,Nand Jha,Engineering Leader,Hanjie Ji,8,https://cdn.theorg.com/30614d96-08f1-4ac9-9f4c-8aa657ccb022_thumb.jpg
amazon,Shreya Chakrabarti,"Manager, Machine Learning Science, Prime",Ron Benson,5,https://cdn.theorg.com/16f6064d-3947-4e48-9aa2-7357e77e6c42_thumb.jpg
meta,Prateek Shokeen,Engineering Manager,Vivek Trehan,7,https://cdn.theorg.com/8b9643cf-8978-4b71-b14d-a9fd1d40292c_thumb.jpg
apple,Wei Chen,"VP, Display Technologies",Johny Srouji,3,https://cdn.theorg.com/d66559c9-13b3-439d-90eb-682550919ddf_thumb.jpg
google,Constanza Niebuhr,"News Industry Manager - Market Growth Cl, Pe, UY",Richard Gingras,4,https://cdn.theorg.com/f0035822-aa56-4271-a740-35228ca00c95_thumb.jpg
nike,Courtney Ratkowiak,"Senior Director, Consumer, Concepts & Sport Research",Devon Petersmeyer Johnson,4,https://cdn.theorg.com/83f80a79-ef69-4142-8af8-30cc973b0891_thumb.jpg
amazon,Serge Basile,Software Developer Manager,Anirudh Chauhan,6,https://cdn.theorg.com/52d85657-3ad3-40a4-91e5-88c5b736613c_thumb.jpg
google,Gerianne Bartocci,"Head Of UX Research, Google Cloud Business Platform",Rhiannon Bell,6,https://cdn.theorg.com/b390d5a9-b922-407f-a790-ab97caa30256_thumb.jpg
meta,Hillary Champion,"Director, People Development Growth Programs",Alexis Fink,6,https://cdn.theorg.com/f0105c25-3035-452f-a19e-2c942c732f86_thumb.jpg
nike,Jordan Rice,Head Of Innovation Business Operations & Portfolio - Sr. Director,Amarjit Sharma,6,
tesla,Markus Koch,Lead Audio Engineer,David Lau,5,https://cdn.theorg.com/90c431cb-5b24-4bb9-b5db-62d555024ddb_thumb.jpg
google,Val Bohan,Finance Director; UK & Ireland Controller,Kristin Reinke,4,
netflix,Sally Holt,Senior Director Of Events - EMEA,Larry Tanz,4,https://cdn.theorg.com/43b27265-d383-4ab2-b91d-a87f02d1feac_thumb.jpg
google,Aliya Maria Baptista,UX Manager,Riccardo Giraldi,6,https://cdn.theorg.com/a67b31b8-23ce-45b8-a480-547c95dcb6a3_thumb.jpg
amazon,Rahul Semwal,"Director, AWS Global Services Strategy Operations Excellence",Matt Garman,3,
netflix,Anu Addanki,Senior Director - Ads Data Science And Engineering,Gopal Krishnan,4,https://cdn.theorg.com/c3e580f1-613e-4073-b5e5-9c7dca4bc7d7_thumb.jpg
apple,Rayvón Carter,Senior Writer,Alex Gale,5,https://cdn.theorg.com/d976fa66-1d3e-485d-905d-1fb90309477a_thumb.jpg
stripe,Liana Arias-Hilliard,"TAM Manager, Premium Services At Stripe + Global Co-lead Unidos ERG",Carine Gursky,6,https://cdn.theorg.com/cfd75bac-d59f-4b61-924e-e3a961417cd7_thumb.jpg
microsoft,Albert Pantoja,Regional Information Technology Manager,Ignacio de la Morena,5,https://cdn.theorg.com/7dc45f45-7665-47f3-9906-8cc62dfdd0d2_thumb.jpg
disney,Stanton Yuwono,"Director, Technology Solutions",Tyler Carter,4,https://cdn.theorg.com/2f7e02fb-38a6-4719-8d22-a05a48987311_thumb.jpg
amazon,James Hamilton,"SVP, Distinguished Engineer",Andy Jassey,2,https://cdn.theorg.com/ef0e7558-61c6-4501-a9b0-bb67a71cdeda_thumb.jpg
amazon,Apoorva Singh,Principal HR Business Partner,Jay Shankar,4,https://cdn.theorg.com/6820ddeb-e0c6-4605-bac9-7c2e95f08dee_thumb.jpg
google,Bridget Monahan,Sr. Staff Researcher And UX Lead,Catherine Courage,4,https://cdn.theorg.com/39fc0838-6b3c-4b81-a3d3-afbe970b6ffb_thumb.jpg
apple,Sutira Phrakaysone,"Head Of Marketing Integration, Channels & Operations, App Store",Greg Joswiak,3,https://cdn.theorg.com/e43f137e-129d-4a22-aeda-63f4c1da5af0_thumb.jpg
amazon,Anthra A,Brand Manager - European Marketplace,Robyn Yoder,5,https://cdn.theorg.com/05b6d3e3-78c7-4e99-9951-83f89621108d_thumb.jpg
meta,Nikhilesh Reddy,Software Engineering Manager,Wenlin Chen,8,https://cdn.theorg.com/e5490c4f-7842-4003-89e6-c6f5217767d4_thumb.jpg
meta,Sidhartha Rastogi,Director - Compensation Analytics & Insights,Alexis Fink,6,https://cdn.theorg.com/be7599ed-0c7d-4c80-8b1f-a9b7317f5268_thumb.jpg
apple,Jenny Hu,Senior Data Scientist,Saul Jackman,5,https://cdn.theorg.com/9bb048de-4f73-4134-9c87-8e296914e9d7_thumb.jpg
amazon,Glo Gambino,Operations Manager,Evan Terhar,5,https://cdn.theorg.com/b30a6792-49ed-43ab-b31c-36c7681077d7_thumb.jpg
amazon,Deen King-Smith,Director Of Product Management-tech | Merchant Fulfilled Network,Ruslana Zbagerska,5,https://cdn.theorg.com/54f12170-26fc-4ac1-b6f5-f4fde7ec21b8_thumb.jpg
tesla,In Jae Chung,Director Of Electronic Design Engineering,Pete Bannon,5,https://cdn.theorg.com/2978907f-b19a-4b72-9321-0b1f6bb04999_thumb.jpg
apple,Adil Daboussi,Senior Engineering Leader,Madiha Chan,5,https://cdn.theorg.com/344403df-3be6-4d13-acb1-45dd08578410_thumb.jpg
google,Priyank Yadav,Senior Client Lead,Torrence Boone,5,https://cdn.theorg.com/520d49d3-c70f-465d-848f-504cbb10a1c4_thumb.jpg
meta,Graham Hill,"Director, Product Creative",Aigerim Shorman,6,https://cdn.theorg.com/ad47ad96-8e94-4499-8df9-9e5329449f9c_thumb.jpg
disney,Vinay Mirchandani,Senior Manager Software Development,Cameron Landers,5,https://cdn.theorg.com/a1f67d23-e4f9-470a-84e8-8464535bafdf_thumb.jpg
google,Carlin Yuen,Product Lead - Future Of Work (google Labs),Jeff Dean,3,https://cdn.theorg.com/4a3f16ad-bd5b-4e83-9b96-8118e9f54cad_thumb.jpg
netflix,Sam Smith,"Manager, Business Operations, Product Metadata & Ratings, Content Understanding",Chiman Lock,5,https://cdn.theorg.com/6b04f191-6ef0-4a13-bf62-05a812202daf_thumb.jpg
google,May Nechushtan,"Strategic Partnerships Manager, Google Maps",Angus Beattie,5,https://cdn.theorg.com/882bb6ba-7d02-44af-be66-4afb543caa4e_thumb.jpg
netflix,Jayadev Chandrasekhar,Senior Machine Learning Engineer,Elizabeth Stone,3,https://cdn.theorg.com/758f4c64-9d47-47e2-a11b-19e133ea4f89_thumb.jpg
google,Leah Kaplan,"Sustainability Business Lead, Google Cloud APAC",Karan Bajwa,4,https://cdn.theorg.com/ff31e390-4315-49a0-b44a-9be378126612_thumb.jpg
google,Skyla Loud,"Program Support Manager, Gtech",Navreet Kaur,5,https://cdn.theorg.com/9a531b58-9433-4236-b68a-b02f772fe420_thumb.jpg
meta,Marion McMillan,"Head Of Vertical, Global Business Group",Nicola Mendelsohn,5,https://cdn.theorg.com/ea7e84bc-7422-4a20-9e70-56d977facab2_thumb.jpg
apple,Roy Zemlicka,"Senior Legal Counsel, Products And Regulatory",Martin Gudmundsson,5,https://cdn.theorg.com/fc41ba09-dbcc-4e7c-86f4-53f64705f8de_thumb.jpg
apple,Ed Zabasajja,Director Of Policy & Product Integration,Kelly Lynn,4,https://cdn.theorg.com/aee77a4b-740f-4649-9400-ba522cd36305_thumb.jpg
meta,Diyou Wu,Senior Art Director,Elisabeth Carr,7,https://cdn.theorg.com/8c57306a-c10b-478f-8b47-81eef2f80ba5_thumb.jpg
meta,Jay Venkatraman,Director Of Software Engineering,Vipul Deokar,6,
amazon,Ala'A Alkhdarat,System Engineering Manager,Vijay Sen,5,https://cdn.theorg.com/abd5926c-61aa-4548-b6ed-ae3a396f25b3_thumb.jpg
google,Asia Lindsay,AI Lead @ Google For Startups Cloud,Oliver Parker,5,
stripe,Austin Brizgys,"Global Head Of Sales, Revenue & Finance Automation",Eileen O’Mara,4,
microsoft,Adrea Simmons,"Sales Director, Business Applications",Mamata Bhopatkar,4,
google,Sowndarya V,Senior Technical Recruiter,Blythe Torrey,5,https://cdn.theorg.com/4aa63902-9c11-4b22-8f83-c076de18e903_thumb.jpg
tesla,Hasan Siddiqui,"Senior Process Engineer, Cell Tabless",J. Daniel Fuster,6,https://cdn.theorg.com/8c499483-e9bc-4888-ab65-8caff62c5319_thumb.jpg
google,Lorenz Jakober,"Head Of Product Marketing, Multi-cloud Security Products, Google Cloud",Alison Wagonfeld,4,https://cdn.theorg.com/f56572c2-4875-473f-a1ad-0cf7f14debe3_thumb.jpg
nike,Tricia Chamberlain,"Sr. Creative Director, Global Brand Creative — Nike Running",Jesse P. Stollak,4,https://cdn.theorg.com/23486ca7-924b-4954-84b2-5bbec6b8425d_thumb.jpg
google,Sergio Pineda,Google Cloud Generative AI And GTM Lead,Stacy Trackey Meagher,5,https://cdn.theorg.com/ef91558b-6119-437d-a522-75f7ea7d1272_thumb.jpg
microsoft,Monte Holyfield,Senior Data Scientist,Cristina Daescu,5,https://cdn.theorg.com/bc77edf8-f757-4600-a1cb-4ae52c286a93_thumb.jpg
nike,Dharini Govindarajan,Head Of Consumer Experiences - Products & Platforms,Sajo Jacob,4,https://cdn.theorg.com/4f84abe2-83a4-48df-83ff-104f340adfa4_thumb.jpg
nike,Valentina Azizova,"Design Director, Apparel, Performance Collections",John Hoke,4,https://cdn.theorg.com/bedd0e31-5133-4c57-aa2c-b68e5641a2ba_thumb.jpg
apple,Rob Mark,Group Lead - Mac Display Technologies Sourcing,Alan Dye,4,
netflix,Ratna Desai,"Director Of Product Design, Discovery Experience",Steve Johnson,4,https://cdn.theorg.com/b791b25a-0a0b-4da1-8552-8c51ae06779c_thumb.jpg
apple,Candace Sikora,Information Security Manager,Brianna Gamp,5,https://cdn.theorg.com/2080f49b-9527-4066-b9af-f667b6525fe1_thumb.jpg
google,Karan Bhatia,"VP, Government Affairs & Public Policy",Kent Walker,3,https://cdn.theorg.com/efd84c50-aff3-4b39-b45a-75aa4c4186eb_thumb.jpg
amazon,Lindsey Teschner,Head Of Finance,Brian T. Olsavsky,3,https://cdn.theorg.com/c10e3689-c4df-4669-b275-1fce4a1d22c0_thumb.jpg
meta,Nihit Bhatnagar,Capex Sourcing Manager,Bastian Schütz,6,https://cdn.theorg.com/d8163de3-39d6-4346-ac9a-e037c5bfd7ec_thumb.jpg
google,Sydney Boone,Senior Marketing Recruiter,Trevor Louther,5,https://cdn.theorg.com/057099f0-c3b2-4f5b-801f-313702453f7e_thumb.jpg
stripe,Marcela Piñeros,Global Head Of Sales Enablement,Eileen O’Mara,4,
amazon,Stefanie Vasseghi Potgieter,Head Of Strategy & Business Operations,Soo Lee,4,https://cdn.theorg.com/8ceb4cbc-5e0f-404b-b6b5-45c21021838d_thumb.jpg
netflix,Saul Cruz,"Senior Data Engineer, Content Data Engineering",Ting-Po Lee,6,https://cdn.theorg.com/2f5ab4fb-83c9-45c2-b571-5fa4eae32cca_thumb.jpg
meta,Bernadette Bracken,Global Recruiting Director Meta - Reality Labs,Alexis Fink,6,https://cdn.theorg.com/03d94175-1cc3-460d-b2a7-e737995b4497_thumb.jpg
stripe,Steve Schreiber,"Head of Engineering, Platform & Ecosystem",Rahul Patil,4,https://cdn.theorg.com/fa141ebf-b075-4df2-9a84-d12d2d757413_thumb.jpg
apple,John Gould,"Senior Legal Counsel, Open Source & Standards",Jeff Myers,4,https://cdn.theorg.com/b9d36c19-73f0-45c9-9eb9-8def8d639370_thumb.jpg
meta,Reinia Hall,Senior Technical Sourcer - Software Engineering,Caileen Donahue,7,https://cdn.theorg.com/fb0e5d35-a7ce-4281-bfd4-7b1bbedaf294_thumb.jpg
nike,Maurice Sprague,Principal Cyber Defense Threat Analytics Engineer,Ananda Shenoy,7,https://cdn.theorg.com/57e94279-5003-45b1-9e88-dc92e85fbbc5_thumb.jpg
meta,Lei Zhang,Engineering Manager,Sacha Arnoud,6,https://cdn.theorg.com/b8f2ae93-1b15-4e68-9e21-6d1b7df19faf_thumb.jpg
amazon,Deisiane Carlesso,ML Data Operations Manager Bedrock Program,Ron Benson,5,https://cdn.theorg.com/f20574c9-62e0-4248-9830-39d437d33db5_thumb.jpg
amazon,Tiago Winter,Sr. Program Manager - Prime Video,Danae Kokenos,7,NA
google,Mynseok Kang,"Design Co-founder, Shoploop From Area 120",Hiroshi Lockheimer,3,https://cdn.theorg.com/357e976b-1fed-4c9a-bc8c-02c4b12ab547_thumb.jpg
amazon,Saeed R. Bagheri,"Director, Applied Science",Douglas J. Herrington,3,NA
netflix,Satish Gudiboina,Engineering Manager,Ritu Goyal,5,https://cdn.theorg.com/c7d80a9e-edf4-455b-bb6d-a9a5944bcabf_thumb.jpg
netflix,Shaundai Person,"Senior Software Engineer, Productivity UI",Charles Duncan Jr.,6,https://cdn.theorg.com/82ce6bec-c5a0-4dbc-a855-ba78567ebb26_thumb.jpg
apple,Nav Singh,Senior Full Stack Python Engineer,Pradip Gajjar,5,https://cdn.theorg.com/b85f6834-2bfd-4358-9fc7-8bbd7a7c402b_thumb.jpg
nike,Rosie Hawke,Senior Director Business Transformation,Eugene Cook,7,https://cdn.theorg.com/3f54e312-825d-48d9-830a-a698efd171e3_thumb.jpg
microsoft,Garrett Clarke,"Managing Director, Strategic Partnerships",Nick Parker,4,
google,Srividhya Narayanan,"Sr. Director Of Engineering, Google Workspace",Jim Giles,5,https://cdn.theorg.com/425806c1-97b1-42f3-93b8-ec2bdde6332e_thumb.jpg
meta,Jierui Xie,Senior Staff Machine Learning Engineer,Beat Hutter,7,https://cdn.theorg.com/9e1096c7-4ef3-483e-84bc-1e68db90d50f_thumb.jpg
google,Gabor Turschl,"Senior Director, Controller - Corporate Accounting And Financial Reporting",Tom Hutchinson,5,https://cdn.theorg.com/de3f971f-aab8-4251-9f3a-4cd8e7525874_thumb.jpg
apple,Jackie Lee,Senior Unix Systems And Storage Engineer,Greg Kemp,4,
google,Gabriella Campagna Lanning,Staff UX Researcher & Strategy Lead,Meriah Moulton,5,https://cdn.theorg.com/dce2d725-3dbf-48a2-8e27-b014bf1c5fde_thumb.jpg
meta,Ava Huang,Senior Machine Learning Engineer,Yun Zhang,7,https://cdn.theorg.com/89044332-b00c-4868-bdb2-9497d60f92a7_thumb.jpg
google,Swetha S.,Software Engineering Manager,Rich Sanzi,5,https://cdn.theorg.com/773277bc-c151-4e10-9b7b-879dcb993e15_thumb.jpg
amazon,Jeffrey A. Goldberg,"Director & Associate General Counsel, Litigation & Regulatory",David A. Zapolsky,3,https://cdn.theorg.com/bf06aa3a-65b0-4a88-b0cd-c5083748ac54_thumb.jpg
google,Matías Fuentes,"Products Communications And Measurements Manager, Cala",Gina Scigliano,5,
amazon,Aloka R. Naskar,Sr Principal/director Executive Recruiting,Maggie Yen Smith,4,https://cdn.theorg.com/97b3d4a7-5c16-466b-98ce-529c4edb6160_thumb.jpg
meta,Amar Ravi,"Product Marketing Lead, Advertising & Business Products",Goksu Nebol-Perlman,10,https://cdn.theorg.com/a9f227d8-189b-4026-af87-82637d45ec20_thumb.jpg
tesla,Rishab Bansal,Senior Software Engineer,Jake Gough,6,
google,Reena Merchant,"Director Of Ux, Google Search",Rajan Patel,5,https://cdn.theorg.com/be6018fb-b0cc-43a9-b9db-48e4931959ac_thumb.jpg
tesla,Weston Smallwood,Senior Electronics Design Engineer,In Jae Chung,6,https://cdn.theorg.com/cee5c82a-8967-4cc4-9921-d32f98c62045_thumb.jpg
apple,Joseph Cady,"Director, Strategic Ads Initiatives",Todd Teresi,4,https://cdn.theorg.com/1aedd36c-e7e0-458c-8734-8b37242ac162_thumb.jpg
nike,Kevin Turner,"Senior Director, Data Science & Analytics, Snkrs & Launch",Emily White,4,https://cdn.theorg.com/c5c14a25-9017-4af2-be9f-73c5915bce48_thumb.jpg
stripe,Meenakshi Dhingra,Head Of Global Operations And Vendor Management,John Collison,4,
disney,James Dome,Disney - Micky Mouse content,Gerard Devan,5,
google,Rohan Lamba,"Recruitment Manager, Google Data Centers",Joseph Kava,5,https://cdn.theorg.com/421e63f4-9f6e-4eb7-98ce-04ba90d719ac_thumb.jpg
apple,Tom Burke,VP Product,Kelly Lynn,4,https://cdn.theorg.com/082fe71a-8be6-40a1-bd0c-02682c2a64bd_thumb.jpg
google,Ram Papatla,"GM & India Engineering Lead, Android",Patrick Brady,4,https://cdn.theorg.com/e8a5e290-55b0-4fad-9f13-7fb6ae410ffc_thumb.jpg
meta,Josh Newman,"Product Marketing Director, Signal Growth",Shachar Scott,7,https://cdn.theorg.com/f74fb78c-99cb-43e3-81e6-8836db727595_thumb.jpg
microsoft,Kareem Choudhry,"CVP, Gaming Cloud",Phil Spencer,3,https://cdn.theorg.com/502e2fcf-fb9c-439f-9092-88f3e94efcd3_thumb.jpg
google,Abhiruchi Sharma,New Business Sales Principal,Brad Calder,4,https://cdn.theorg.com/06bf124a-3804-47b3-b0c5-131b42303fe8_thumb.jpg
meta,Todd Pasternack,"Head Of Ads Partnerships, Americas",Guillermo Spiller,9,https://cdn.theorg.com/e9c2ed24-6204-4e5b-8b5e-d4b3a83ba03e_thumb.jpg
amazon,Nickie Collins,Senior Technical Recruiter- Amazon Ads,Joyeeta Mitra,5,
amazon,Drew Kossen,"Senior Implementation Project Manager, Amazon Business",Ted Stanton,4,https://cdn.theorg.com/926281b3-cf74-4f14-aa5c-0eeaddc79d65_thumb.jpg
nike,Katie Allen,"Vice President, Global Digital Creative",Jesse P. Stollak,4,https://cdn.theorg.com/93545f8c-54f8-42a9-bf56-2edb05a9ca0b_thumb.jpg
google,Yu Liu,Senior Director Of Engineering,Urs Hölzle,4,
google,Juan Rajlin,"VP, Treasurer",Ruth Porat,3,https://cdn.theorg.com/8ab7387c-534f-4970-9644-873c653bf489_thumb.jpg
google,Tracey Arnish,"VP, People Operations, Google Cloud",Thomas Kurian,3,https://cdn.theorg.com/ac583927-9f4d-4d1e-ab6b-84bbaacccdcd_thumb.jpg
nike,Grant Babb,Principal Machine Learning Engineer,Jason Loveland,5,https://cdn.theorg.com/1f4d17e4-78d2-4a37-81bb-6c74d6f73917_thumb.jpg
amazon,Darshan Kataria,Senior Credit Analyst,Jackie Webb,5,https://cdn.theorg.com/370f4088-6cc6-4620-a43e-21d2d2f85020_thumb.jpg
microsoft,Euan Grant,Partner Group Engineering Manager,Sandeep Bhanot,4,https://cdn.theorg.com/296541a4-4bbc-431d-a8a8-77a4bd34c397_thumb.jpg
netflix,Roxy White,Talent Acquisition Specialist,Allison Satterlee,4,https://cdn.theorg.com/50e5d087-8876-45e8-9b45-866ea0f284db_thumb.jpg
microsoft,Janine Stanton,Senior Sales Excellence Manager,Elena Torres,5,https://cdn.theorg.com/1502d64b-64b0-4416-a631-e0a81def10af_thumb.jpg
disney,Marshall Jordan,"Director, Hulu Marketing Strategy & Operations",Erin Weir,5,https://cdn.theorg.com/6af475aa-59d8-471e-a340-9742cacb385a_thumb.jpg
google,Aakash Bordia,Principal Sales Engineer- Google Cloud,Karan Bajwa,4,
meta,Jaclyn Driggs,"Senior Recruiter, Research Science At Metaai",Ruta Singh,6,
netflix,Ting-Po Lee,"Manager, Data Science And Engineering",Anu Addanki,5,https://cdn.theorg.com/fb73dec8-52b3-4cd9-8163-6b59046ba3b9_thumb.jpg
amazon,Stella Zhang,Sr Design Manager,Hyun Yeul Lee,5,https://cdn.theorg.com/5301e537-6295-426a-9de3-890e3240ac1c_thumb.jpg
amazon,Jermaine Banday,Amazon PPC Ads Manager,Kun Liu,4,https://cdn.theorg.com/28767d7e-f29b-479e-80ca-f21ecf9805f7_thumb.jpg
disney,Queen Denchukwu,"Director, Diversity & Inclusion",Tinisha Agramonte,3,https://cdn.theorg.com/62308edf-7d45-49ce-8682-9cadd293fa5f_thumb.jpg
nike,Allie Hurford,Footwear Operations Manager - Core Footwear,Linnea Dinatale,5,
stripe,Boris Snitkovskiy,People Analytics Lead,Robert McIntosh,4,https://cdn.theorg.com/e374769f-4d63-466c-b1d4-6297bcbff167_thumb.jpg
amazon,Mireia Rojo,Enterprise Business Development Manager,Trifon Simonov,7,https://cdn.theorg.com/bee73a9e-6062-40be-a6d1-d593feba84bf_thumb.jpg
apple,Yasemin Pereira,Emeia Enterprise & EDU Services Sales Lead,Mike Fenger,3,
disney,Stephanie Young,"President, Consumer Products, Games & Publishing",Robert A. Iger,2,https://cdn.theorg.com/00068ef9-4786-4bd3-b6ad-f036a705d8de_thumb.jpg
microsoft,Denis Levin,Principal Security Assurance Engineer,Edna Conway,4,https://cdn.theorg.com/a244bf4c-afb9-40ed-9f40-40a511aa5a46_thumb.jpg
stripe,Sam Swartz,"Director of Public Policy, US",Trish Walsh,4,https://cdn.theorg.com/a4c9eb6f-367f-4f8c-baf3-3eaa5046d423_thumb.jpg
amazon,Perry Wettgen,Transportation Operations Manager,Ben Lechner,6,https://cdn.theorg.com/4734f01b-43ea-46fd-acb0-7501c3f54a0c_thumb.jpg
meta,Edgar Markevicius,Security Engineering Manager,Amit Sangani,6,
amazon,Martin Dunn,Security & Loss Prevention Manager,Stephen Schmidt,3,https://cdn.theorg.com/58d27f90-4c2c-4569-a7e0-523ad4067ef7_thumb.jpg
google,Anisha Desai,Senior Solutions Architect,Lyndsay Yerbic,5,https://cdn.theorg.com/e57c5a18-96c0-4135-9e05-b3204a0339b4_thumb.jpg
google,Gia Winters,"Managing Director, Google Cloud Northeast",Michael Clark,4,
apple,Silvia Frías,Engineering Manager - Global Siri,Daphne Luong,4,
netflix,Kathryn Chen,"Vice President, Product Platform Strategy & Analysis",Pablo Perez De Rosso,3,
netflix,Mayssa Chehab,Head Of Ads Measurement - France,Julie Detraglia,6,https://cdn.theorg.com/6f5eb79a-1d45-4441-9071-bc484ffb6d4d_thumb.jpg
apple,Sowmya Rajagopalan,"Senior Director, Worldwide Product Marketing | Pricing And Analytics",Greg Joswiak,3,https://cdn.theorg.com/0ba2f3bb-9619-43aa-95da-323ada9c8baa_thumb.jpg
apple,Chris Stetson,"Cloud Infrastructure, Sr. Manager",Sebastian Marineau-Mes,4,
apple,Afrooz Family,Senior Software Engineering Manager,Andreas Wendker,4,https://cdn.theorg.com/1b6fae7e-5b7e-4f9d-873f-ed812046d8da_thumb.jpg
stripe,Bruce T.,Salesforce Engineer,Ossama Alami,5,
google,Tamara Kruger,"Head Of Content, Creative Works",Daryl Butler,4,https://cdn.theorg.com/f09c37c7-6c85-45c3-b96d-b1f405165d0d_thumb.jpg
google,Thirumalesh Reddy,"Senior Director Of Engineering, Google",Sujata Kosalge,5,https://cdn.theorg.com/0acb401b-9c9f-4fa2-928a-0caa1adea281_thumb.jpg
netflix,Abhishek Garg,Engineering Manager,Ritu Goyal,5,https://cdn.theorg.com/6770de18-fa5c-462f-971b-4a3a2d44da3c_thumb.jpg
tesla,Lauren Miller,Senior Counsel,Dinna Eskin,5,https://cdn.theorg.com/c9958603-1397-4b74-ba39-adac3989b6ba_thumb.jpg
